age,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,risk_level,stress_level_ord,gender_Male,gender_Other,reward_app_share
28,10.66,1.59,2.14,2.94,5.96,212,115,Moderate,2,0,1,0.3499061585453886
32,10.91,2.98,1.79,0.79,8.47,79,178,High,2,0,0,0.43721352546163833
34,5.63,2.77,1.89,4.96,4.61,214,74,Low,1,1,0,0.8277085563572725
20,6.89,5.66,2.45,3.14,7.91,149,68,High,1,0,0,1.1770680439669021
23,8.41,4.37,0.59,2.92,4.97,120,158,Moderate,0,0,1,0.5897740083502964
20,5.98,2.53,2.82,2.17,5.24,230,73,Low,1,0,1,0.8946486798246354
29,3.62,2.41,2.96,3.46,7.12,224,114,Low,1,0,0,1.4834250045787278
30,10.62,4.4,1.56,4.5,6.05,181,161,High,1,0,0,0.5612052202254973
21,6.82,2.93,1.35,5.72,8.54,39,146,Moderate,1,1,0,0.6275658903862331
25,10.09,2.15,1.09,3.14,7.65,34,166,High,2,0,0,0.3211099780862262
27,3.23,5.98,2.37,4.45,5.06,123,88,Moderate,0,1,0,2.585138518532967
31,11.66,3.99,3.88,4.62,7.09,185,164,Moderate,0,0,0,0.6749570604668045
30,7.07,1.18,2.99,5.94,6.36,39,15,Low,1,0,0,0.5898160410444072
23,10.3,5.57,0.54,5.17,5.08,194,71,Moderate,2,1,0,0.5932038259025412
32,11.75,3.55,3.56,3.19,7.28,24,39,High,1,1,0,0.6051063314803122
27,5.48,2.72,1.1,0.65,5.24,82,104,Low,1,0,0,0.6970801647663932
27,4.26,4.95,3.25,1.11,6.23,145,47,High,0,0,1,1.9248821772577047
28,6.2,4.67,2.56,3.17,6.47,237,82,Moderate,1,1,0,1.166128844172767
35,5.91,5.85,2.97,2.34,4.79,204,68,High,1,0,1,1.4923855342833274
30,7.33,1.49,3.64,1.76,4.5,140,76,Moderate,0,0,0,0.6998634788726495
30,9.58,4.33,1.5,3.15,7.11,70,53,High,0,0,1,0.6085594354322093
34,7.2,5.03,0.85,1.24,7.6,94,18,High,1,0,0,0.8166665532407564
31,6.82,3.33,0.21,3.41,6.18,33,30,Low,2,1,0,0.5190615074689872
27,4.86,0.96,0.37,0.86,5.53,143,151,Low,2,0,0,0.27366249513117386
35,3.7,3.01,0.18,4.19,7.34,101,123,Low,1,0,0,0.8621619291454244
35,8.87,0.51,3.45,5.02,7.45,82,33,Moderate,1,1,0,0.4464486531624969
30,3.3,1.52,0.22,5.77,6.44,105,180,Low,1,1,0,0.5272725674931613
23,5.59,1.03,1.16,1.34,6.32,142,24,Low,0,0,1,0.3917709495937478
22,3.17,5.91,1.61,5.41,5.43,209,147,High,0,1,0,2.372238999293691
19,11.92,1.78,3.91,1.22,7.49,32,110,Moderate,2,0,1,0.47734895324253757
19,10.65,1.13,0.83,3.44,5.44,167,40,High,2,1,0,0.1840375414049257
34,6.41,5.85,3.19,1.37,7.8,85,100,High,1,1,0,1.4102961918414676
24,5.74,3.25,1.19,4.92,7.24,129,16,Low,2,1,0,0.7735190290036533
26,4.56,0.8,3.24,5.73,5.61,212,131,Low,1,0,1,0.8859647179901935
35,8.73,2.48,2.49,5.07,6.1,233,38,High,0,0,0,0.5693011948108598
28,8.06,0.86,1.95,5.43,8.82,114,78,High,2,0,0,0.3486351924770233
27,3.95,3.1,3.97,1.71,6.32,168,109,Low,1,0,0,1.789872964589123
28,9.0,2.36,2.24,4.34,7.65,124,47,Moderate,2,1,0,0.511111054320994
27,4.82,5.51,3.02,2.64,8.66,58,91,Moderate,1,0,1,1.7697091764088844
32,10.77,4.34,1.67,1.58,7.31,77,97,High,2,0,1,0.5580315173601191
28,7.5,2.86,2.68,0.64,8.03,120,152,Low,2,0,1,0.7386665681777909
35,10.09,0.92,0.38,5.23,7.53,148,36,High,2,1,0,0.12884042330620188
18,5.2,3.23,0.83,1.22,4.77,196,57,Low,0,0,1,0.7807690806213305
31,10.33,5.77,3.62,0.61,8.53,118,85,Moderate,0,0,0,0.9090028161662328
30,10.05,3.76,1.19,4.75,6.29,102,179,High,0,0,1,0.49253726442415274
27,6.1,2.73,3.67,1.55,4.99,55,164,Low,2,1,0,1.0491801558721057
30,10.39,1.94,3.39,0.94,7.5,66,179,High,1,1,0,0.5129932133789015
31,7.06,4.2,1.65,5.39,5.51,104,71,High,0,1,0,0.8286117806498894
23,6.15,4.75,0.11,2.71,7.73,165,169,Moderate,2,1,0,0.7902437739441018
25,5.08,5.85,0.86,5.55,6.39,143,67,High,1,1,0,1.3208658817193146
35,10.17,1.96,2.91,5.75,8.39,146,168,Moderate,0,1,0,0.47885934327833407
30,3.09,2.06,2.62,3.75,7.46,217,21,Low,1,1,0,1.5145626166464023
34,8.06,5.35,3.41,5.59,6.32,159,23,Moderate,0,0,0,1.086848500391005
22,4.1,5.15,0.8,3.26,7.84,104,92,Moderate,0,0,0,1.4512191582392298
24,3.67,0.84,1.91,5.91,4.93,234,166,Low,2,1,0,0.7493185969159136
28,10.08,1.04,2.81,0.98,6.73,72,49,Moderate,0,1,0,0.38194440655313433
27,11.16,4.18,0.02,5.84,6.84,225,37,High,0,0,1,0.37634405229892
27,5.85,5.5,3.74,0.91,8.68,74,126,High,2,0,0,1.5794869094894173
27,10.74,1.53,0.29,3.55,8.84,29,178,High,2,1,0,0.1694599469776586
27,4.52,4.03,0.48,2.06,4.72,201,75,High,1,1,0,0.9977873898700466
31,8.37,2.88,2.65,2.64,6.33,84,103,High,1,0,1,0.6606928720797047
27,11.04,0.51,2.53,2.06,7.74,36,134,High,2,0,0,0.275362293898343
30,8.44,3.29,3.93,3.79,8.92,27,109,High,2,0,0,0.8554501356101737
29,11.45,5.54,0.83,2.5,6.77,246,52,Moderate,0,0,0,0.5563318291413251
22,6.51,1.23,2.61,2.73,4.62,117,17,Low,2,0,0,0.5898616605435237
26,4.0,1.72,3.95,2.58,7.42,127,61,Low,2,1,0,1.4174996456250886
18,11.72,5.89,1.65,3.48,4.77,89,40,Moderate,2,0,0,0.6433446550047222
31,4.52,3.26,0.45,2.43,8.07,61,50,Low,2,1,0,0.8207962785848941
35,4.4,0.57,1.11,2.3,5.2,69,106,Low,2,1,0,0.381818095041342
26,3.83,4.49,2.22,2.99,8.11,78,110,Moderate,0,0,0,1.7519577671128546
18,10.43,5.7,1.26,2.25,8.01,133,52,Moderate,2,0,0,0.6673057845344407
27,4.06,4.35,2.66,5.76,7.0,30,168,Moderate,2,1,0,1.7266005599506011
35,3.15,0.9,3.58,1.06,5.79,241,99,Low,0,0,1,1.4222217707232474
21,11.37,1.94,1.88,2.75,6.54,207,175,Moderate,0,0,1,0.3359718262118007
34,9.07,5.59,0.89,2.62,7.9,147,158,High,0,0,1,0.7144431406347144
21,9.01,1.04,3.3,3.91,8.57,133,79,Moderate,0,0,0,0.481686960967041
28,7.97,5.77,3.66,4.81,7.17,98,20,Moderate,1,0,0,1.1831868026114425
31,8.1,0.77,1.19,5.42,6.84,225,154,Moderate,1,0,0,0.24197527876848413
28,6.78,1.82,1.81,2.0,6.5,31,36,Moderate,0,1,0,0.5353981511212166
25,6.76,3.58,1.2,5.44,4.76,111,71,Low,2,0,0,0.7071004871153126
30,8.54,1.38,2.45,2.69,5.71,137,142,Moderate,0,0,1,0.4484776992414873
27,9.08,1.82,0.56,1.88,5.46,151,16,High,1,0,1,0.2621145085776973
22,5.77,4.46,1.37,5.68,6.29,47,98,High,1,0,1,1.0103984384058167
18,6.46,5.09,2.25,2.58,5.23,62,109,Moderate,0,0,1,1.136222734330846
22,8.59,2.36,2.4,2.47,8.69,237,36,High,2,1,0,0.5541326479473053
19,5.52,5.51,0.56,2.89,5.33,245,173,Moderate,1,0,0,1.0996374819497317
27,11.56,3.8,3.32,0.65,4.89,138,153,High,0,0,1,0.6159169017372922
25,8.31,5.45,1.53,1.65,8.36,233,16,Moderate,0,1,0,0.8399517641453955
21,10.55,3.73,2.0,2.16,8.01,230,106,High,0,1,0,0.5431279106039896
19,3.96,1.82,0.97,2.56,5.52,174,139,Low,0,0,1,0.7045452766299807
18,4.65,3.7,1.37,1.05,5.16,235,102,Low,2,1,0,1.0903223461672373
34,9.66,2.45,2.4,0.51,6.52,179,51,Moderate,1,1,0,0.5020703414005858
25,3.75,2.62,2.51,3.06,8.02,216,34,Low,1,0,1,1.3679996352000972
27,10.54,2.94,3.13,1.15,5.83,213,105,Moderate,2,0,1,0.5759012736336554
32,11.77,2.85,1.68,2.85,4.76,65,135,Moderate,1,1,0,0.3848767727377424
23,7.98,5.02,2.59,3.12,4.75,189,33,Moderate,2,1,0,0.9536339657100292
25,3.62,1.13,1.91,3.51,8.67,26,113,Low,1,0,0,0.8397787735417752
25,4.22,1.59,1.95,3.47,7.14,38,50,Low,2,0,0,0.8388623604591563
25,11.2,0.96,1.14,1.34,5.9,25,25,High,2,0,0,0.18749998325893005
25,8.13,3.46,3.63,1.32,5.59,198,33,High,1,0,1,0.8720786135204657
34,10.66,2.59,0.83,5.84,7.9,157,81,High,2,0,0,0.32082548585126774
28,8.13,5.35,1.36,1.66,6.86,30,39,High,1,0,0,0.825338151864926
23,9.3,2.66,0.74,2.95,8.07,76,109,Moderate,0,0,0,0.3655913585385636
28,11.49,1.71,3.23,1.87,8.78,113,115,High,1,0,0,0.42993904004011835
34,6.97,2.11,1.7,1.41,8.16,167,88,Moderate,0,0,0,0.546628329034673
22,5.83,5.77,2.31,5.84,6.38,118,151,Moderate,0,0,0,1.3859345821724558
22,9.76,5.32,2.84,1.49,8.75,209,96,Moderate,2,0,0,0.8360654881080444
26,10.8,0.9,2.3,2.16,8.41,188,110,Moderate,0,0,0,0.29629626886145655
33,7.15,5.91,2.76,5.2,7.51,198,16,High,1,1,0,1.212587242994791
29,4.05,3.36,2.79,0.79,4.61,78,171,Low,0,0,1,1.518518143575767
22,9.97,1.56,2.58,5.34,7.62,165,84,High,2,0,0,0.4152456955621169
32,3.11,1.58,2.52,4.19,8.32,220,148,Low,0,1,0,1.3183275503769933
22,3.24,5.72,0.2,5.38,7.54,94,143,High,0,0,1,1.8271599298889103
24,4.84,4.64,1.69,2.98,7.09,25,145,High,2,0,1,1.307850969452279
20,9.28,2.6,3.41,4.02,5.64,93,126,Moderate,2,0,1,0.647629240557194
29,11.26,2.04,2.86,0.79,8.4,57,81,High,0,1,0,0.43516870025144766
18,3.7,5.44,1.17,1.1,6.05,250,150,Moderate,2,1,0,1.7864860036524315
34,9.6,3.67,3.03,4.54,5.79,183,32,Moderate,0,1,0,0.6979165939670214
29,6.65,5.41,1.36,4.28,8.25,68,148,Moderate,0,0,0,1.0180449596924872
27,7.12,2.44,0.2,0.73,7.38,46,118,Moderate,1,0,0,0.3707864647771819
21,7.38,4.99,2.2,0.7,8.83,175,24,High,1,0,1,0.9742546105346057
34,9.25,4.05,0.82,4.36,6.46,47,108,High,1,1,0,0.5264864295690347
20,8.12,3.09,3.33,2.91,7.11,202,148,High,0,1,0,0.7906402967191755
33,10.83,4.46,3.46,2.33,8.91,73,110,High,1,0,0,0.7313018715326065
28,6.96,1.32,1.48,2.51,5.58,83,163,Moderate,2,1,0,0.40229879277316194
30,6.6,1.28,1.87,4.77,6.67,163,26,Moderate,1,0,0,0.4772726549586887
35,7.36,5.28,0.02,5.31,5.41,58,146,Moderate,0,0,0,0.7201085978113317
30,6.87,3.58,2.59,1.9,4.81,114,30,Moderate,0,0,0,0.8981075839726952
21,11.71,0.52,2.18,5.0,8.74,21,152,Moderate,1,0,1,0.23057214085635006
32,9.89,1.73,3.46,5.15,8.78,223,136,Moderate,2,0,1,0.5247724444112796
27,4.26,1.21,2.93,4.09,8.65,70,15,Low,0,1,0,0.9718307577862072
22,3.66,5.05,2.87,2.03,5.37,192,89,High,2,0,1,2.1639338349907553
33,10.64,4.3,1.79,3.08,7.91,233,124,Moderate,2,0,0,0.5723683672586121
29,9.39,2.89,3.09,2.71,6.55,95,25,Moderate,2,1,0,0.6368476425082383
27,10.01,0.59,2.46,2.52,5.23,230,87,High,2,1,0,0.30469527425621634
32,8.62,5.76,0.73,5.11,7.11,214,81,High,2,1,0,0.7529001446751574
29,9.24,3.13,0.97,0.78,5.01,146,178,Moderate,0,0,1,0.4437228957009853
21,3.39,2.68,3.32,1.33,4.54,149,23,Low,1,0,0,1.7699109823271437
28,8.38,5.25,3.67,1.62,5.93,149,143,Moderate,1,0,1,1.0644390137900939
23,3.97,3.64,1.89,1.0,5.63,82,144,Low,2,0,1,1.3929467524063595
25,10.31,0.63,0.83,5.68,8.77,197,50,High,1,1,0,0.14161007355867375
34,4.28,2.66,1.33,5.22,7.17,62,142,Low,1,1,0,0.9322427728404736
22,3.19,2.65,0.2,2.17,7.86,222,19,Low,2,0,0,0.8934166478317719
24,10.42,3.23,0.46,5.75,5.41,34,180,High,0,0,0,0.35412664547728934
24,6.43,4.42,3.33,1.6,4.56,34,29,Moderate,2,1,0,1.205287526393853
35,6.99,1.13,0.01,5.67,8.34,156,26,Moderate,2,0,1,0.16309010542344698
26,3.58,3.49,3.77,4.66,7.31,32,174,Low,0,0,1,2.027932394432292
32,6.75,0.99,3.08,2.67,6.9,184,21,Low,0,0,1,0.6029628736351299
31,7.68,2.42,3.94,4.69,5.86,137,80,Low,0,1,0,0.828124892171238
20,3.33,2.42,2.19,1.67,8.01,82,17,Low,1,0,1,1.3843839686534627
32,8.57,2.1,0.56,3.57,8.94,211,93,High,1,0,0,0.31038502795974005
29,8.83,4.67,0.42,4.97,6.42,196,40,Moderate,1,0,1,0.5764438758274206
34,7.88,5.77,1.64,1.8,6.95,190,106,Moderate,2,0,0,0.9403552106148209
30,4.55,1.37,1.7,2.89,6.82,196,146,Low,2,0,1,0.6747251264340383
30,3.77,2.67,3.27,1.43,6.98,184,169,Low,2,0,0,1.5755963990460478
25,10.28,3.61,0.42,2.28,7.3,142,134,High,1,0,0,0.392023308168939
18,7.94,1.53,2.23,5.78,6.89,101,22,Low,2,0,0,0.47355157763834027
21,11.03,4.79,1.32,3.53,5.35,37,50,High,1,1,0,0.5539437394429975
35,7.8,0.94,0.46,5.87,6.87,30,29,Low,1,0,1,0.17948715647600558
23,5.36,3.77,2.55,3.38,6.51,233,140,Low,1,0,1,1.1791042576298025
18,9.97,3.74,0.07,1.06,8.45,107,177,Moderate,2,0,0,0.38214640098832486
26,4.54,4.65,0.09,4.14,7.2,58,61,Moderate,0,1,0,1.044052633468583
35,3.14,1.42,0.17,4.8,6.74,70,20,Low,1,0,1,0.506369265487495
31,4.25,4.36,2.3,2.5,6.61,222,177,High,0,0,1,1.5670584548097752
20,10.26,4.69,1.22,5.7,8.82,114,119,Moderate,1,0,1,0.5760233356702402
30,7.88,3.21,0.83,4.05,5.64,115,71,Moderate,2,0,0,0.5126902902677296
31,11.07,5.86,2.65,2.8,8.67,151,65,High,1,0,1,0.7687442846662796
25,8.95,5.6,2.62,5.7,7.33,238,121,High,0,0,0,0.9184356515714356
34,5.82,1.35,3.44,4.96,6.63,154,135,Low,2,1,0,0.8230239135697742
31,9.94,3.86,0.87,5.06,5.63,82,125,Moderate,2,0,0,0.4758550829119635
18,9.87,4.85,1.28,0.83,8.98,28,167,High,1,1,0,0.6210738985740731
18,3.46,1.58,0.69,5.92,7.22,70,160,Low,1,0,1,0.6560691745464813
33,11.16,5.14,2.36,1.98,8.05,108,175,Moderate,0,1,0,0.6720429505337858
31,4.24,3.58,1.4,2.45,7.54,196,177,Low,1,0,1,1.174528024875466
21,5.8,2.39,3.54,1.27,6.59,87,74,Low,1,1,0,1.0224136168252385
21,4.01,1.81,1.41,0.66,8.97,62,117,Low,1,0,1,0.8029923184557809
31,10.56,2.59,0.73,4.17,5.0,33,149,High,0,0,0,0.31439390962178887
27,6.08,0.94,2.53,2.87,4.68,174,175,Low,0,1,0,0.5707235903415147
33,8.99,5.58,1.38,2.47,7.9,76,131,High,1,1,0,0.7741934622699153
35,10.61,2.79,0.8,2.93,6.23,235,50,High,2,0,0,0.33836000580961306
31,9.47,4.69,2.99,4.69,5.66,45,59,Moderate,0,0,1,0.8109819629374908
32,6.53,0.58,2.49,0.83,7.07,41,169,Low,0,0,1,0.47013775342454006
28,11.55,2.9,1.98,0.83,6.01,202,99,Moderate,2,0,1,0.42251078592980207
31,6.97,4.22,0.4,1.45,7.92,91,73,High,2,0,1,0.6628406509554303
29,10.65,1.0,1.17,1.34,5.15,175,77,Moderate,1,0,1,0.2037558494125963
23,10.07,1.81,0.99,1.23,6.13,114,128,Moderate,0,0,1,0.27805359701553156
28,5.64,0.63,1.14,1.92,8.53,153,66,Low,0,1,0,0.3138297315904731
20,10.98,4.27,3.42,4.15,7.13,143,45,Moderate,0,0,0,0.700364234939505
22,9.15,1.13,2.69,3.07,5.07,220,101,Moderate,1,0,1,0.4174862931708969
21,10.58,1.28,2.46,4.59,7.79,145,73,Moderate,0,0,1,0.35349713104942054
35,5.22,3.62,0.3,2.27,5.48,137,126,Low,0,1,0,0.7509577105444999
34,9.14,3.18,1.77,2.11,8.33,209,173,Moderate,0,1,0,0.541575433088027
26,5.47,0.78,3.24,1.48,5.09,185,111,Low,2,0,1,0.7349175987353568
19,10.98,4.6,1.24,2.4,4.75,172,95,Moderate,1,1,0,0.5318760899930701
19,5.45,3.83,2.88,1.63,6.34,196,132,Low,1,1,0,1.2311924346435899
31,7.88,1.03,0.3,1.84,6.97,53,129,Low,0,1,0,0.16878170446932686
25,5.53,0.83,2.18,1.38,4.51,80,152,Low,0,1,0,0.5443036990409225
19,9.94,4.57,2.74,0.92,7.89,119,148,Moderate,2,0,0,0.7354124008639438
18,5.14,3.61,2.67,0.97,8.72,142,77,Low,2,0,1,1.2217896455662167
34,8.33,2.18,1.94,3.15,4.71,25,105,Moderate,1,0,0,0.49459777976017055
18,7.11,2.89,1.08,2.51,8.07,223,151,Low,1,1,0,0.5583684165445265
32,3.06,2.54,3.06,5.35,7.13,40,174,Low,2,0,0,1.8300647614167445
29,6.78,3.1,2.47,2.39,6.25,49,168,Low,1,1,0,0.8215338021336575
32,7.02,4.26,0.47,4.65,6.75,126,51,High,0,1,0,0.6737890778078236
22,9.68,4.71,1.53,4.77,6.95,26,110,Moderate,0,1,0,0.6446280325797488
35,10.61,3.39,2.99,5.03,4.71,206,50,High,2,1,0,0.6013194532215408
27,5.67,2.65,1.53,3.22,5.42,75,15,Low,2,0,0,0.7372132738600927
31,10.01,4.26,0.7,4.19,6.19,95,145,High,2,1,0,0.49550444600355187
31,5.36,0.65,1.0,2.22,6.92,164,114,Low,1,0,0,0.3078357634634769
35,8.03,5.79,0.01,2.03,5.49,194,169,Moderate,0,0,1,0.7222913172738087
20,9.89,3.67,0.72,5.74,8.01,200,167,High,2,1,0,0.4438826649259186
30,5.97,1.73,0.26,5.49,4.72,210,52,Low,0,1,0,0.33333327749861347
34,4.41,3.14,2.07,0.61,6.91,134,164,Low,1,0,0,1.1814056277991773
32,7.73,4.51,3.35,3.36,5.63,167,137,Moderate,2,0,0,1.0168174622487112
23,11.37,1.24,1.96,1.11,6.96,124,100,Moderate,1,1,0,0.28144236750726764
31,3.69,1.66,3.2,5.2,8.39,100,119,Low,0,1,0,1.3170728138014056
23,8.37,5.9,1.47,2.44,8.18,210,121,High,2,1,0,0.880525581777111
33,11.22,3.29,0.35,5.12,5.45,238,166,High,2,0,1,0.3244206484473576
23,9.28,1.13,0.83,5.03,6.75,129,141,Moderate,2,0,0,0.21120687379236278
25,10.22,4.3,1.69,1.16,8.27,39,135,High,2,0,1,0.5861056177978848
19,9.79,0.75,2.76,5.09,5.59,192,56,High,2,0,1,0.3585290747161313
28,7.53,2.38,1.68,5.82,8.4,194,168,Low,2,0,0,0.539176555222237
26,11.99,1.7,2.53,1.3,5.95,248,102,Moderate,1,0,0,0.3527939655718127
35,10.93,0.87,2.96,5.9,8.77,85,141,Moderate,0,0,1,0.3504116788278428
24,6.65,0.71,2.78,2.67,7.07,86,106,Moderate,0,1,0,0.5248119511560975
21,5.83,1.7,0.21,1.83,8.53,225,135,Low,2,0,1,0.3276157242511622
31,9.26,2.18,3.53,3.69,6.59,181,86,Moderate,0,0,0,0.6166306029556585
33,8.72,5.41,1.31,5.7,8.67,127,117,Moderate,0,0,1,0.7706421134584733
33,4.73,2.86,0.12,4.31,5.04,188,72,Low,0,1,0,0.630021008452218
23,8.82,4.54,3.78,1.02,7.28,245,73,Moderate,0,1,0,0.9433105506450624
25,6.9,2.2,0.06,5.4,4.95,222,94,Moderate,0,1,0,0.32753618441504573
18,4.42,2.04,3.23,4.65,4.53,173,93,Low,1,0,1,1.1923074225548818
34,6.83,0.86,1.35,5.94,4.54,225,162,Moderate,1,1,0,0.3235724270025729
35,8.58,0.86,0.77,0.71,5.9,182,49,Moderate,1,0,1,0.1899766678348872
23,6.47,0.92,3.61,4.79,4.62,71,96,Low,2,0,1,0.700154451289884
23,3.32,5.76,0.97,2.6,6.22,169,123,Moderate,0,1,0,2.027107823160294
35,6.45,3.63,0.37,0.86,8.2,220,64,Moderate,0,1,0,0.6201549426116367
26,8.88,5.22,1.18,2.58,7.53,151,63,High,0,0,1,0.7207206395584864
34,7.85,1.77,0.95,1.65,6.17,208,149,Low,2,0,1,0.34649677114690813
31,9.98,2.49,1.15,2.06,7.77,65,113,High,0,1,0,0.3647294223718014
32,5.42,2.37,3.33,3.68,6.06,214,158,Low,2,0,0,1.0516603225718961
18,5.24,2.85,3.62,5.3,6.4,103,68,Low,0,0,0,1.2347325887914908
19,5.33,1.19,2.2,1.61,4.67,171,165,Low,0,0,0,0.6360223947425151
27,9.66,3.86,1.61,2.58,8.83,130,130,High,2,1,0,0.5662525293734442
31,9.31,3.02,3.41,4.03,8.42,241,125,High,0,1,0,0.6906551352679768
20,3.24,4.67,3.19,1.93,8.78,203,129,High,1,0,0,2.425925177183587
31,9.55,0.5,1.35,3.49,6.77,25,39,High,2,0,1,0.19371725720238145
23,4.84,4.32,3.88,2.52,8.49,131,162,High,0,1,0,1.6942145259887342
28,10.03,2.75,2.83,4.85,5.53,107,94,Moderate,2,0,1,0.5563309515123678
31,3.65,5.07,2.15,1.42,5.99,134,46,High,0,1,0,1.978081649840644
25,7.85,5.29,4.0,2.85,5.28,116,92,Moderate,0,0,1,1.183439339689256
27,8.16,4.67,1.63,3.58,4.73,118,65,Moderate,1,0,1,0.7720587289143714
20,3.2,0.94,3.06,2.92,7.1,173,100,Low,2,0,0,1.249999609375122
34,10.74,1.31,3.47,4.39,6.57,154,111,High,0,0,0,0.4450651354687956
31,4.32,5.7,2.99,1.69,5.87,92,69,High,1,0,1,2.0115736084320353
25,5.09,3.45,2.7,1.33,5.5,132,122,Low,2,1,0,1.2082512360999538
21,10.97,2.16,3.47,3.04,8.49,64,120,High,1,0,0,0.5132178201259964
35,5.82,0.73,2.46,5.5,8.62,174,140,Low,1,0,1,0.5481098714587849
26,9.16,4.08,3.76,5.12,7.71,55,165,High,0,0,0,0.8558951030682203
18,11.66,4.81,1.9,3.06,7.01,92,21,High,0,0,0,0.5754716487588637
32,6.19,2.19,1.78,1.6,4.9,101,135,Low,2,0,1,0.64135692385187
19,10.1,4.04,0.19,5.18,7.82,223,119,Moderate,1,0,1,0.41881183972160013
27,9.5,2.39,2.1,5.77,6.0,188,123,Moderate,1,0,1,0.4726315291966812
22,11.47,2.86,0.13,4.26,8.62,215,18,High,0,1,0,0.26068001214646797
20,3.63,4.55,3.26,3.72,7.89,112,122,High,2,1,0,2.1515145588114164
20,7.93,4.26,1.27,1.68,8.83,221,85,High,0,0,0,0.6973517405609406
32,6.83,1.01,2.57,4.06,6.8,191,15,Moderate,1,0,1,0.5241580491715887
30,7.93,1.31,2.46,4.57,7.7,114,118,Low,2,0,1,0.47540977611478236
20,5.49,1.4,0.93,1.77,7.78,167,62,Low,1,0,0,0.42440793726631376
33,9.12,3.93,1.69,5.53,4.8,34,105,High,0,1,0,0.6162280026065787
27,7.36,2.98,0.97,3.53,8.27,84,131,Low,2,0,0,0.5366847096895775
32,5.69,2.16,0.51,1.53,7.23,92,41,Low,2,0,1,0.46924420575673004
33,8.81,5.11,3.97,3.45,7.86,199,119,High,1,1,0,1.0306468750684592
24,3.81,1.62,1.47,3.28,5.35,56,105,Low,0,0,0,0.8110234091802074
35,10.33,2.42,3.8,5.65,7.99,113,178,High,0,0,0,0.6021296609748634
19,10.28,3.37,2.82,4.23,8.88,63,156,Moderate,1,0,0,0.6021400192470798
32,6.11,3.91,0.86,1.63,8.34,170,71,Low,2,0,1,0.7806872699366171
19,11.93,5.78,0.26,1.92,6.23,86,47,Moderate,0,1,0,0.5062866298167117
29,8.17,4.6,0.97,4.7,4.73,170,41,Moderate,2,0,0,0.681762462452575
24,5.66,5.95,1.18,2.71,5.38,41,100,Moderate,1,1,0,1.2597170919227751
20,5.89,0.71,0.24,2.19,4.55,132,151,Low,2,0,1,0.16129029519689386
31,6.25,3.52,2.65,2.22,6.55,209,125,Moderate,1,1,0,0.9871998420480252
35,9.68,1.51,2.36,1.28,8.72,239,168,High,0,0,0,0.3997933471287865
20,11.41,5.55,3.21,0.63,8.87,197,112,Moderate,1,1,0,0.7677475225462295
34,8.73,1.38,1.0,4.9,5.06,157,51,Moderate,2,0,1,0.2726231073742145
20,8.7,3.25,3.71,2.71,7.43,117,173,Moderate,1,0,1,0.7999999080459878
24,8.68,3.23,3.2,4.4,7.86,22,103,High,0,1,0,0.7407833247945479
22,7.96,3.01,2.81,1.37,4.64,185,133,Moderate,1,0,1,0.7311556870407429
22,5.29,1.55,1.85,1.17,7.25,42,90,Low,2,0,1,0.6427219957047268
34,10.96,4.92,0.09,5.61,8.61,152,117,High,1,0,1,0.4571167466134355
18,4.56,5.64,0.73,0.57,8.02,236,91,High,1,0,1,1.3969295182172108
28,3.37,3.69,1.03,0.96,6.76,206,164,Low,1,1,0,1.4005930562038407
19,3.84,2.64,2.51,2.45,8.12,76,146,Low,2,0,0,1.341145484076697
31,9.28,5.51,2.45,5.06,4.83,119,28,Moderate,0,1,0,0.8577585282587794
21,10.19,5.27,2.22,0.55,5.76,232,165,Moderate,1,1,0,0.7350342752665089
34,3.15,2.31,3.04,4.52,8.36,153,165,Low,1,0,1,1.698412159234235
27,5.77,3.74,3.01,1.93,8.14,207,27,Low,0,1,0,1.1698438180513313
35,5.15,2.47,0.37,4.54,6.63,183,29,Low,1,0,1,0.5514562036007372
30,7.44,4.94,1.02,3.31,6.83,228,175,High,1,0,1,0.8010751611458117
22,8.34,1.42,3.1,5.67,6.91,67,55,Moderate,0,0,1,0.541966361874537
24,4.39,2.55,0.17,5.44,6.81,129,152,Low,2,0,0,0.6195898360843197
33,7.52,3.86,1.6,2.28,6.98,142,83,Moderate,2,0,0,0.7260637332362057
22,3.71,2.47,0.8,5.66,5.95,108,99,Low,0,0,1,0.881401379676178
32,11.69,0.98,2.74,4.38,5.81,154,113,High,0,0,0,0.3182206742326199
21,10.55,4.09,3.16,3.9,6.41,105,72,High,1,1,0,0.6872037263314004
29,10.01,2.9,3.55,3.86,6.48,173,124,Moderate,2,0,1,0.6443555799844576
24,6.16,3.27,0.73,5.09,6.28,69,24,Moderate,2,0,1,0.6493505439366
22,4.55,2.04,0.51,2.04,6.94,210,70,Low,2,0,0,0.5604394372660577
31,7.98,3.62,2.08,1.9,7.45,32,36,Moderate,2,1,0,0.7142856247762375
24,4.77,2.15,0.02,5.11,6.0,76,127,Low,1,0,1,0.4549265293655075
33,3.94,2.4,1.04,2.79,4.57,82,164,Low,1,0,0,0.8730962251024809
26,11.38,5.04,1.61,4.35,6.73,32,176,High,0,0,1,0.5843584723762327
20,3.96,4.3,2.84,5.02,6.07,133,175,Moderate,0,1,0,1.8030298477197353
20,10.92,5.72,3.88,4.47,8.32,186,70,High,0,0,0,0.8791207986153116
